year,state,state_code,region,crime_category,cases_reported,cases_solved,solve_rate,financial_loss_lakhs,population
2024,Madhya Pradesh,MP,Central,Phishing/Vishing,562,183,32.6,2558.08,85358965
2024,Madhya Pradesh,MP,Central,Ransomware Attacks,2097,701,33.5,18182.82,85358965
2024,Madhya Pradesh,MP,Central,Identity Theft,1124,198,17.6,2396.79,85358965
2024,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,1283,391,30.5,3249.77,85358965
2024,Madhya Pradesh,MP,Central,Data Breach,2252,529,23.5,9690.29,85358965
2024,Madhya Pradesh,MP,Central,Hacking,850,334,39.4,536.94,85358965
2024,Madhya Pradesh,MP,Central,Online Child Exploitation,2592,893,34.5,17766.42,85358965
2024,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,327,127,39.0,15360.46,85358965
2025,Madhya Pradesh,MP,Central,Online Financial Fraud,1368,303,22.2,53504.97,85358965
2025,Madhya Pradesh,MP,Central,Social Media Crimes,1014,383,37.8,3518.26,85358965
2025,Madhya Pradesh,MP,Central,Phishing/Vishing,2198,600,27.3,5477.54,85358965
2025,Madhya Pradesh,MP,Central,Ransomware Attacks,1567,694,44.3,53359.67,85358965
2025,Madhya Pradesh,MP,Central,Identity Theft,1283,552,43.0,4339.31,85358965
2025,Madhya Pradesh,MP,Central,Cyber Stalking/Bullying,1757,675,38.5,13661.83,85358965
2025,Madhya Pradesh,MP,Central,Data Breach,821,293,35.7,7942.0,85358965
2025,Madhya Pradesh,MP,Central,Hacking,883,236,26.8,1538.02,85358965
2025,Madhya Pradesh,MP,Central,Online Child Exploitation,1536,539,35.2,11410.09,85358965
2025,Madhya Pradesh,MP,Central,Cryptocurrency Fraud,1104,356,32.3,15794.71,85358965
2018,Maharashtra,MH,West,Online Financial Fraud,3410,1338,39.3,151393.73,124904071
2018,Maharashtra,MH,West,Social Media Crimes,3702,891,24.1,32050.55,124904071
2018,Maharashtra,MH,West,Phishing/Vishing,2682,1092,40.7,20823.54,124904071
2018,Maharashtra,MH,West,Ransomware Attacks,755,146,19.4,27228.72,124904071
2018,Maharashtra,MH,West,Identity Theft,910,394,43.4,6355.56,124904071
2018,Maharashtra,MH,West,Cyber Stalking/Bullying,3813,951,24.9,20039.23,124904071
2018,Maharashtra,MH,West,Data Breach,865,297,34.4,4628.11,124904071
2018,Maharashtra,MH,West,Hacking,355,66,18.6,1229.94,124904071
2018,Maharashtra,MH,West,Online Child Exploitation,538,210,39.1,4671.71,124904071
2018,Maharashtra,MH,West,Cryptocurrency Fraud,1235,236,19.1,59103.89,124904071
2019,Maharashtra,MH,West,Online Financial Fraud,1030,377,36.6,28840.12,124904071
2019,Maharashtra,MH,West,Social Media Crimes,2518,834,33.1,12284.15,124904071
2019,Maharashtra,MH,West,Phishing/Vishing,2293,914,39.9,19217.28,124904071
2019,Maharashtra,MH,West,Ransomware Attacks,3039,1102,36.3,29609.17,124904071
2019,Maharashtra,MH,West,Identity Theft,2756,1106,40.2,18946.46,124904071
2019,Maharashtra,MH,West,Cyber Stalking/Bullying,1424,511,35.9,5622.43,124904071
2019,Maharashtra,MH,West,Data Breach,1584,655,41.4,11707.39,124904071
2019,Maharashtra,MH,West,Hacking,3351,615,18.4,14656.91,124904071
2019,Maharashtra,MH,West,Online Child Exploitation,1403,583,41.6,1330.56,124904071
2019,Maharashtra,MH,West,Cryptocurrency Fraud,1715,751,43.8,60989.37,124904071
2020,Maharashtra,MH,West,Online Financial Fraud,5823,1598,27.5,139744.14,124904071
2020,Maharashtra,MH,West,Social Media Crimes,5062,1951,38.6,11942.63,124904071
2020,Maharashtra,MH,West,Phishing/Vishing,1361,539,39.6,9068.48,124904071
2020,Maharashtra,MH,West,Ransomware Attacks,2594,715,27.6,66435.68,124904071
2020,Maharashtra,MH,West,Identity Theft,2060,467,22.7,15748.88,124904071
2020,Maharashtra,MH,West,Cyber Stalking/Bullying,688,209,30.4,2441.11,124904071
2020,Maharashtra,MH,West,Data Breach,788,259,32.9,7848.07,124904071
2020,Maharashtra,MH,West,Hacking,2577,723,28.1,23828.41,124904071
2020,Maharashtra,MH,West,Online Child Exploitation,5224,1324,25.4,5328.27,124904071
2020,Maharashtra,MH,West,Cryptocurrency Fraud,2995,632,21.1,71404.64,124904071
2021,Maharashtra,MH,West,Online Financial Fraud,1957,554,28.3,69280.55,124904071
2021,Maharashtra,MH,West,Social Media Crimes,1699,514,30.3,14753.66,124904071
2021,Maharashtra,MH,West,Phishing/Vishing,4576,1875,41.0,2718.84,124904071
2021,Maharashtra,MH,West,Ransomware Attacks,3980,1525,38.3,102417.39,124904071
2021,Maharashtra,MH,West,Identity Theft,3559,1589,44.7,18117.82,124904071
2021,Maharashtra,MH,West,Cyber Stalking/Bullying,263,117,44.6,2016.79,124904071
2021,Maharashtra,MH,West,Data Breach,3586,805,22.5,20134.5,124904071
2021,Maharashtra,MH,West,Hacking,1915,857,44.8,16558.13,124904071
2021,Maharashtra,MH,West,Online Child Exploitation,4001,717,17.9,28849.35,124904071
2021,Maharashtra,MH,West,Cryptocurrency Fraud,7263,1842,25.4,38597.05,124904071
2022,Maharashtra,MH,West,Online Financial Fraud,3050,512,16.8,56102.5,124904071
2022,Maharashtra,MH,West,Social Media Crimes,2848,681,23.9,10092.78,124904071
2022,Maharashtra,MH,West,Phishing/Vishing,8950,1783,19.9,71063.3,124904071
2022,Maharashtra,MH,West,Ransomware Attacks,1683,314,18.7,56499.66,124904071
2022,Maharashtra,MH,West,Identity Theft,2225,416,18.7,2603.45,124904071
2022,Maharashtra,MH,West,Cyber Stalking/Bullying,5266,2226,42.3,12144.57,124904071
2022,Maharashtra,MH,West,Data Breach,1255,497,39.6,7120.86,124904071
2022,Maharashtra,MH,West,Hacking,8362,1449,17.3,80080.85,124904071
2022,Maharashtra,MH,West,Online Child Exploitation,3460,775,22.4,29986.54,124904071
2022,Maharashtra,MH,West,Cryptocurrency Fraud,2375,476,20.1,103140.15,124904071
2023,Maharashtra,MH,West,Online Financial Fraud,3339,915,27.4,22676.87,124904071
2023,Maharashtra,MH,West,Social Media Crimes,3772,875,23.2,36130.74,124904071
2023,Maharashtra,MH,West,Phishing/Vishing,5041,2198,43.6,19393.27,124904071
2023,Maharashtra,MH,West,Ransomware Attacks,1134,184,16.3,14809.21,124904071
2023,Maharashtra,MH,West,Identity Theft,868,232,26.8,8249.39,124904071
2023,Maharashtra,MH,West,Cyber Stalking/Bullying,1957,376,19.2,15173.4,124904071
2023,Maharashtra,MH,West,Data Breach,6242,1139,18.3,61308.59,124904071
2023,Maharashtra,MH,West,Hacking,6865,1815,26.4,53991.36,124904071
2023,Maharashtra,MH,West,Online Child Exploitation,7599,1920,25.3,49111.23,124904071
2023,Maharashtra,MH,West,Cryptocurrency Fraud,2029,421,20.8,23477.45,124904071
2024,Maharashtra,MH,West,Online Financial Fraud,6005,1553,25.9,252689.77,124904071
2024,Maharashtra,MH,West,Social Media Crimes,6866,1450,21.1,34027.12,124904071
2024,Maharashtra,MH,West,Phishing/Vishing,10182,3973,39.0,22517.57,124904071
2024,Maharashtra,MH,West,Ransomware Attacks,1732,316,18.3,77534.33,124904071
2024,Maharashtra,MH,West,Identity Theft,2027,512,25.3,14182.45,124904071
2024,Maharashtra,MH,West,Cyber Stalking/Bullying,6958,1096,15.8,49091.79,124904071
2024,Maharashtra,MH,West,Data Breach,2080,509,24.5,2141.44,124904071
2024,Maharashtra,MH,West,Hacking,4456,1483,33.3,12421.71,124904071
2024,Maharashtra,MH,West,Online Child Exploitation,4240,1128,26.6,5365.8,124904071
2024,Maharashtra,MH,West,Cryptocurrency Fraud,12400,2407,19.4,228271.3,124904071
2025,Maharashtra,MH,West,Online Financial Fraud,11039,2507,22.7,286204.12,124904071
2025,Maharashtra,MH,West,Social Media Crimes,3737,815,21.8,28278.25,124904071
2025,Maharashtra,MH,West,Phishing/Vishing,3164,1347,42.6,14319.68,124904071
2025,Maharashtra,MH,West,Ransomware Attacks,4766,1204,25.3,230053.79,124904071
2025,Maharashtra,MH,West,Identity Theft,10919,3095,28.3,56188.74,124904071
2025,Maharashtra,MH,West,Cyber Stalking/Bullying,989,252,25.5,9040.16,124904071
2025,Maharashtra,MH,West,Data Breach,4236,1358,32.1,32789.43,124904071
2025,Maharashtra,MH,West,Hacking,1383,544,39.4,5182.88,124904071
2025,Maharashtra,MH,West,Online Child Exploitation,889,249,28.0,7610.27,124904071
2025,Maharashtra,MH,West,Cryptocurrency Fraud,7257,1879,25.9,295556.43,124904071
2018,Manipur,MN,Northeast,Online Financial Fraud,35,15,43.7,847.69,3091545
2018,Manipur,MN,Northeast,Social Media Crimes,40,11,29.3,361.22,3091545
2018,Manipur,MN,Northeast,Phishing/Vishing,39,11,30.8,281.55,3091545
2018,Manipur,MN,Northeast,Ransomware Attacks,87,19,22.6,2183.93,3091545
2018,Manipur,MN,Northeast,Identity Theft,12,2,18.7,29.48,3091545
2018,Manipur,MN,Northeast,Cyber Stalking/Bullying,72,10,15.0,62.86,3091545
2018,Manipur,MN,Northeast,Data Breach,7,3,44.3,19.62,3091545
2018,Manipur,MN,Northeast,Hacking,7,2,34.9,59.3,3091545
2018,Manipur,MN,Northeast,Online Child Exploitation,35,11,31.5,68.42,3091545
2018,Manipur,MN,Northeast,Cryptocurrency Fraud,27,9,36.8,864.31,3091545
2019,Manipur,MN,Northeast,Online Financial Fraud,5,1,34.1,69.21,3091545
2019,Manipur,MN,Northeast,Social Media Crimes,73,15,21.4,65.28,3091545
2019,Manipur,MN,Northeast,Phishing/Vishing,80,19,24.7,465.41,3091545
2019,Manipur,MN,Northeast,Ransomware Attacks,25,10,40.7,875.29,3091545
2019,Manipur,MN,Northeast,Identity Theft,88,24,28.1,840.81,3091545
2019,Manipur,MN,Northeast,Cyber Stalking/Bullying,37,13,36.6,345.45,3091545
2019,Manipur,MN,Northeast,Data Breach,43,13,30.8,127.26,3091545
2019,Manipur,MN,Northeast,Hacking,35,5,16.6,258.92,3091545
2019,Manipur,MN,Northeast,Online Child Exploitation,13,2,18.6,43.89,3091545
2019,Manipur,MN,Northeast,Cryptocurrency Fraud,32,9,31.0,972.76,3091545
2020,Manipur,MN,Northeast,Online Financial Fraud,27,7,28.1,934.84,3091545
2020,Manipur,MN,Northeast,Social Media Crimes,13,3,28.1,40.68,3091545
2020,Manipur,MN,Northeast,Phishing/Vishing,49,15,31.7,186.03,3091545
2020,Manipur,MN,Northeast,Ransomware Attacks,44,18,43.0,2046.84,3091545
2020,Manipur,MN,Northeast,Identity Theft,57,17,30.1,206.05,3091545
2020,Manipur,MN,Northeast,Cyber Stalking/Bullying,14,5,37.1,11.88,3091545
2020,Manipur,MN,Northeast,Data Breach,227,66,29.2,838.78,3091545
2020,Manipur,MN,Northeast,Hacking,13,5,42.6,7.98,3091545
2020,Manipur,MN,Northeast,Online Child Exploitation,56,17,31.6,422.03,3091545
2020,Manipur,MN,Northeast,Cryptocurrency Fraud,24,7,29.6,212.24,3091545
2021,Manipur,MN,Northeast,Online Financial Fraud,246,39,16.2,6201.3,3091545
2021,Manipur,MN,Northeast,Social Media Crimes,76,24,32.3,450.19,3091545
2021,Manipur,MN,Northeast,Phishing/Vishing,30,7,25.0,104.93,3091545
2021,Manipur,MN,Northeast,Ransomware Attacks,52,9,18.2,1118.31,3091545
2021,Manipur,MN,Northeast,Identity Theft,31,5,18.0,241.26,3091545
2021,Manipur,MN,Northeast,Cyber Stalking/Bullying,34,14,44.0,330.33,3091545
2021,Manipur,MN,Northeast,Data Breach,63,25,41.0,391.07,3091545
2021,Manipur,MN,Northeast,Hacking,32,11,36.0,102.7,3091545
2021,Manipur,MN,Northeast,Online Child Exploitation,129,43,33.9,622.9,3091545
2021,Manipur,MN,Northeast,Cryptocurrency Fraud,49,14,29.5,1915.9,3091545
2022,Manipur,MN,Northeast,Online Financial Fraud,80,25,32.5,3158.85,3091545
2022,Manipur,MN,Northeast,Social Media Crimes,46,12,27.2,407.49,3091545
2022,Manipur,MN,Northeast,Phishing/Vishing,64,22,34.5,578.74,3091545
2022,Manipur,MN,Northeast,Ransomware Attacks,94,31,33.7,1025.35,3091545
2022,Manipur,MN,Northeast,Identity Theft,105,25,24.3,253.79,3091545
2022,Manipur,MN,Northeast,Cyber Stalking/Bullying,39,16,42.3,301.23,3091545
2022,Manipur,MN,Northeast,Data Breach,50,17,35.3,167.96,3091545
2022,Manipur,MN,Northeast,Hacking,73,14,20.5,561.1,3091545
2022,Manipur,MN,Northeast,Online Child Exploitation,77,22,29.2,203.67,3091545
2022,Manipur,MN,Northeast,Cryptocurrency Fraud,63,21,33.5,429.35,3091545
2023,Manipur,MN,Northeast,Online Financial Fraud,28,12,43.1,1086.79,3091545
2023,Manipur,MN,Northeast,Social Media Crimes,78,33,43.2,540.37,3091545
2023,Manipur,MN,Northeast,Phishing/Vishing,67,17,25.9,630.65,3091545
2023,Manipur,MN,Northeast,Ransomware Attacks,63,14,23.3,1256.71,3091545
2023,Manipur,MN,Northeast,Identity Theft,63,22,36.0,489.54,3091545
2023,Manipur,MN,Northeast,Cyber Stalking/Bullying,88,37,42.9,215.21,3091545
2023,Manipur,MN,Northeast,Data Breach,90,35,38.9,676.46,3091545
2023,Manipur,MN,Northeast,Hacking,89,15,16.9,371.9,3091545
2023,Manipur,MN,Northeast,Online Child Exploitation,72,16,23.5,244.27,3091545
2023,Manipur,MN,Northeast,Cryptocurrency Fraud,145,64,44.5,4919.12,3091545
2024,Manipur,MN,Northeast,Online Financial Fraud,81,21,27.0,614.19,3091545
2024,Manipur,MN,Northeast,Social Media Crimes,102,33,32.5,907.93,3091545
2024,Manipur,MN,Northeast,Phishing/Vishing,73,14,19.6,451.08,3091545
2024,Manipur,MN,Northeast,Ransomware Attacks,102,35,34.9,2434.75,3091545
2024,Manipur,MN,Northeast,Identity Theft,186,67,36.0,818.76,3091545
2024,Manipur,MN,Northeast,Cyber Stalking/Bullying,43,12,30.1,24.5,3091545
2024,Manipur,MN,Northeast,Data Breach,245,87,35.8,1661.78,3091545
2024,Manipur,MN,Northeast,Hacking,63,10,16.2,251.9,3091545
2024,Manipur,MN,Northeast,Online Child Exploitation,70,31,44.4,314.79,3091545
2024,Manipur,MN,Northeast,Cryptocurrency Fraud,11,3,30.1,505.42,3091545
2025,Manipur,MN,Northeast,Online Financial Fraud,271,64,23.9,10867.69,3091545
2025,Manipur,MN,Northeast,Social Media Crimes,146,42,29.1,388.52,3091545
2025,Manipur,MN,Northeast,Phishing/Vishing,72,14,20.0,263.59,3091545
2025,Manipur,MN,Northeast,Ransomware Attacks,57,24,43.2,1164.86,3091545
2025,Manipur,MN,Northeast,Identity Theft,108,48,44.6,551.85,3091545
2025,Manipur,MN,Northeast,Cyber Stalking/Bullying,91,18,20.4,815.89,3091545
2025,Manipur,MN,Northeast,Data Breach,141,40,28.8,1021.1,3091545
2025,Manipur,MN,Northeast,Hacking,15,6,44.5,14.65,3091545
2025,Manipur,MN,Northeast,Online Child Exploitation,121,21,17.9,888.67,3091545
2025,Manipur,MN,Northeast,Cryptocurrency Fraud,47,11,23.5,624.8,3091545
2018,Meghalaya,ML,Northeast,Online Financial Fraud,5,1,32.4,88.57,3366710
2018,Meghalaya,ML,Northeast,Social Media Crimes,8,1,23.4,34.78,3366710
2018,Meghalaya,ML,Northeast,Phishing/Vishing,3,1,45.0,3.07,3366710
2018,Meghalaya,ML,Northeast,Ransomware Attacks,7,2,32.4,61.01,3366710
2018,Meghalaya,ML,Northeast,Identity Theft,16,3,19.6,74.81,3366710
2018,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,16,4,30.3,47.34,3366710
2018,Meghalaya,ML,Northeast,Data Breach,7,1,24.5,9.28,3366710
2018,Meghalaya,ML,Northeast,Hacking,14,3,24.1,135.55,3366710
2018,Meghalaya,ML,Northeast,Online Child Exploitation,10,4,43.3,36.81,3366710
2018,Meghalaya,ML,Northeast,Cryptocurrency Fraud,6,1,32.1,275.59,3366710
2019,Meghalaya,ML,Northeast,Online Financial Fraud,7,2,33.3,151.86,3366710
2019,Meghalaya,ML,Northeast,Social Media Crimes,10,3,38.2,21.19,3366710
2019,Meghalaya,ML,Northeast,Phishing/Vishing,22,5,26.5,83.51,3366710
2019,Meghalaya,ML,Northeast,Ransomware Attacks,4,1,28.0,160.72,3366710
2019,Meghalaya,ML,Northeast,Identity Theft,8,2,29.5,64.35,3366710
2019,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,1,0,32.3,3.75,3366710
2019,Meghalaya,ML,Northeast,Data Breach,6,2,39.3,16.58,3366710
2019,Meghalaya,ML,Northeast,Hacking,15,3,21.7,79.39,3366710
2019,Meghalaya,ML,Northeast,Online Child Exploitation,22,5,22.8,12.9,3366710
2019,Meghalaya,ML,Northeast,Cryptocurrency Fraud,9,3,34.4,251.99,3366710
2020,Meghalaya,ML,Northeast,Online Financial Fraud,16,4,28.3,311.12,3366710
2020,Meghalaya,ML,Northeast,Social Media Crimes,22,6,30.8,154.74,3366710
2020,Meghalaya,ML,Northeast,Phishing/Vishing,32,7,23.2,239.89,3366710
2020,Meghalaya,ML,Northeast,Ransomware Attacks,18,2,16.5,129.93,3366710
2020,Meghalaya,ML,Northeast,Identity Theft,8,2,26.6,30.86,3366710
2020,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,13,3,24.5,67.14,3366710
2020,Meghalaya,ML,Northeast,Data Breach,11,2,24.6,25.59,3366710
2020,Meghalaya,ML,Northeast,Hacking,23,5,24.3,224.52,3366710
2020,Meghalaya,ML,Northeast,Online Child Exploitation,8,2,27.3,37.8,3366710
2020,Meghalaya,ML,Northeast,Cryptocurrency Fraud,4,1,32.3,197.0,3366710
2021,Meghalaya,ML,Northeast,Online Financial Fraud,35,8,23.7,551.03,3366710
2021,Meghalaya,ML,Northeast,Social Media Crimes,31,6,21.4,136.58,3366710
2021,Meghalaya,ML,Northeast,Phishing/Vishing,11,3,36.1,28.22,3366710
2021,Meghalaya,ML,Northeast,Ransomware Attacks,18,4,26.0,406.64,3366710
2021,Meghalaya,ML,Northeast,Identity Theft,23,10,44.3,220.09,3366710
2021,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,11,4,39.0,30.75,3366710
2021,Meghalaya,ML,Northeast,Data Breach,3,0,17.0,10.53,3366710
2021,Meghalaya,ML,Northeast,Hacking,13,2,23.0,68.98,3366710
2021,Meghalaya,ML,Northeast,Online Child Exploitation,36,13,38.3,311.55,3366710
2021,Meghalaya,ML,Northeast,Cryptocurrency Fraud,3,1,40.3,63.56,3366710
2022,Meghalaya,ML,Northeast,Online Financial Fraud,13,4,37.6,397.44,3366710
2022,Meghalaya,ML,Northeast,Social Media Crimes,15,3,23.2,75.11,3366710
2022,Meghalaya,ML,Northeast,Phishing/Vishing,3,0,25.0,18.01,3366710
2022,Meghalaya,ML,Northeast,Ransomware Attacks,8,3,41.7,244.95,3366710
2022,Meghalaya,ML,Northeast,Identity Theft,34,11,34.0,184.56,3366710
2022,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,11,1,16.5,29.83,3366710
2022,Meghalaya,ML,Northeast,Data Breach,34,10,29.8,117.21,3366710
2022,Meghalaya,ML,Northeast,Hacking,38,7,20.5,200.99,3366710
2022,Meghalaya,ML,Northeast,Online Child Exploitation,38,9,24.7,112.18,3366710
2022,Meghalaya,ML,Northeast,Cryptocurrency Fraud,51,14,28.9,560.89,3366710
2023,Meghalaya,ML,Northeast,Online Financial Fraud,33,11,35.7,1345.59,3366710
2023,Meghalaya,ML,Northeast,Social Media Crimes,41,8,19.9,61.13,3366710
2023,Meghalaya,ML,Northeast,Phishing/Vishing,37,7,19.4,326.81,3366710
2023,Meghalaya,ML,Northeast,Ransomware Attacks,40,12,30.8,1041.07,3366710
2023,Meghalaya,ML,Northeast,Identity Theft,30,5,18.2,200.12,3366710
2023,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,55,22,41.0,460.23,3366710
2023,Meghalaya,ML,Northeast,Data Breach,15,5,33.8,18.23,3366710
2023,Meghalaya,ML,Northeast,Hacking,25,4,18.4,24.21,3366710
2023,Meghalaya,ML,Northeast,Online Child Exploitation,4,0,22.7,7.16,3366710
2023,Meghalaya,ML,Northeast,Cryptocurrency Fraud,15,3,22.8,334.91,3366710
2024,Meghalaya,ML,Northeast,Online Financial Fraud,44,19,44.5,2025.4,3366710
2024,Meghalaya,ML,Northeast,Social Media Crimes,27,7,28.2,23.75,3366710
2024,Meghalaya,ML,Northeast,Phishing/Vishing,9,2,25.9,75.16,3366710
2024,Meghalaya,ML,Northeast,Ransomware Attacks,39,14,36.0,1001.15,3366710
2024,Meghalaya,ML,Northeast,Identity Theft,26,4,16.7,118.44,3366710
2024,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,18,5,29.1,167.78,3366710
2024,Meghalaya,ML,Northeast,Data Breach,35,11,34.2,121.12,3366710
2024,Meghalaya,ML,Northeast,Hacking,30,9,30.8,33.83,3366710
2024,Meghalaya,ML,Northeast,Online Child Exploitation,50,22,44.2,196.03,3366710
2024,Meghalaya,ML,Northeast,Cryptocurrency Fraud,49,14,29.3,1028.4,3366710
2025,Meghalaya,ML,Northeast,Online Financial Fraud,73,13,18.1,3358.03,3366710
2025,Meghalaya,ML,Northeast,Social Media Crimes,60,23,39.6,463.22,3366710
2025,Meghalaya,ML,Northeast,Phishing/Vishing,40,6,16.5,340.62,3366710
2025,Meghalaya,ML,Northeast,Ransomware Attacks,15,4,28.1,306.12,3366710
2025,Meghalaya,ML,Northeast,Identity Theft,4,1,31.4,5.47,3366710
2025,Meghalaya,ML,Northeast,Cyber Stalking/Bullying,2,0,37.7,12.07,3366710
2025,Meghalaya,ML,Northeast,Data Breach,19,3,20.6,43.48,3366710
2025,Meghalaya,ML,Northeast,Hacking,51,10,20.5,53.12,3366710
2025,Meghalaya,ML,Northeast,Online Child Exploitation,23,7,32.6,195.12,3366710
2025,Meghalaya,ML,Northeast,Cryptocurrency Fraud,45,6,15.5,324.23,3366710
2018,Mizoram,MZ,Northeast,Online Financial Fraud,2,0,36.1,85.1,1239244
2018,Mizoram,MZ,Northeast,Social Media Crimes,2,0,16.7,15.2,1239244
2018,Mizoram,MZ,Northeast,Phishing/Vishing,17,6,40.5,54.71,1239244
2018,Mizoram,MZ,Northeast,Ransomware Attacks,25,8,34.2,478.43,1239244
2018,Mizoram,MZ,Northeast,Identity Theft,4,1,43.7,3.27,1239244
2018,Mizoram,MZ,Northeast,Cyber Stalking/Bullying,2,0,32.4,4.16,1239244
2018,Mizoram,MZ,Northeast,Data Breach,14,5,36.4,30.39,1239244
2018,Mizoram,MZ,Northeast,Hacking,10,2,22.1,51.97,1239244
2018,Mizoram,MZ,Northeast,Online Child Exploitation,10,4,42.4,25.11,1239244
2018,Mizoram,MZ,Northeast,Cryptocurrency Fraud,18,3,19.3,704.77,1239244
2019,Mizoram,MZ,Northeast,Online Financial Fraud,2,0,35.3,37.14,1239244
2019,Mizoram,MZ,Northeast,Social Media Crimes,14,2,20.6,47.4,1239244
2019,Mizoram,MZ,Northeast,Phishing/Vishing,23,4,17.8,42.94,1239244
2019,Mizoram,MZ,Northeast,Ransomware Attacks,12,2,18.1,288.39,1239244
2019,Mizoram,MZ,Northeast,Identity Theft,10,3,38.9,18.43,1239244
2019,Mizoram,MZ,Northeast,Cyber Stalking/Bullying,8,1,18.9,52.9,1239244
2019,Mizoram,MZ,Northeast,Data Breach,16,3,20.9,22.84,1239244
2019,Mizoram,MZ,Northeast,Hacking,12,2,20.0,111.31,1239244
2019,Mizoram,MZ,Northeast,Online Child Exploitation,6,2,39.6,23.18,1239244
2019,Mizoram,MZ,Northeast,Cryptocurrency Fraud,8,2,34.7,233.42,1239244
2020,Mizoram,MZ,Northeast,Online Financial Fraud,19,5,27.9,469.29,1239244
2020,Mizoram,MZ,Northeast,Social Media Crimes,3,0,24.3,23.22,1239244
2020,Mizoram,MZ,Northeast,Phishing/Vishing,22,9,43.1,207.62,1239244
2020,Mizoram,MZ,Northeast,Ransomware Attacks,15,3,20.2,665.45,1239244
2020,Mizoram,MZ,Northeast,Identity Theft,25,9,37.1,72.55,1239244
2020,Mizoram,MZ,Northeast,Cyber Stalking/Bullying,19,3,17.0,57.87,1239244
